3996.37951,0.99959
3994.45076,0.99959
3992.52201,0.99959
3990.59325,0.99959
3988.6645,0.99959
3986.73574,0.99959
3984.80699,0.99959
3982.87823,0.99959
3980.94948,0.99959
3979.02072,0.99959
3977.09197,0.99959
3975.16321,0.99959
3973.23446,0.99959
3971.3057,0.99958
3969.37695,0.99957
3967.4482,0.99955
3965.51944,0.99955
3963.59069,0.99956
3961.66193,0.99957
3959.73318,0.99955
3957.80442,0.99956
3955.87567,0.99959
3953.94691,0.99963
3952.01816,0.99964
3950.0894,0.99963
3948.16065,0.99961
3946.2319,0.99958
3944.30314,0.99952
3942.37439,0.99945
3940.44563,0.99939
3938.51688,0.99936
3936.58812,0.9994
3934.65937,0.99945
3932.73061,0.99948
3930.80186,0.99947
3928.8731,0.99949
3926.94435,0.99953
3925.01559,0.99958
3923.08684,0.99961
3921.15809,0.9996
3919.22933,0.99958
3917.30058,0.99954
3915.37182,0.99948
3913.44307,0.99942
3911.51431,0.99938
3909.58556,0.99937
3907.6568,0.99938
3905.72805,0.99937
3903.79929,0.99935
3901.87054,0.9993
3899.94178,0.99926
3898.01303,0.99922
3896.08428,0.99922
3894.15552,0.99923
3892.22677,0.99924
3890.29801,0.99927
3888.36926,0.9993
3886.4405,0.99933
3884.51175,0.99933
3882.58299,0.99933
3880.65424,0.99934
3878.72548,0.99933
3876.79673,0.99929
3874.86798,0.99924
3872.93922,0.99922
3871.01047,0.99923
3869.08171,0.99926
3867.15296,0.9993
3865.2242,0.99937
3863.29545,0.99946
3861.36669,0.99951
3859.43794,0.9995
3857.50918,0.99948
3855.58043,0.99947
3853.65167,0.99949
3851.72292,0.99952
3849.79417,0.99953
3847.86541,0.99954
3845.93666,0.99954
3844.0079,0.99955
3842.07915,0.99956
3840.15039,0.99954
3838.22164,0.99949
3836.29288,0.99942
3834.36413,0.99936
3832.43537,0.99931
3830.50662,0.99926
3828.57786,0.99924
3826.64911,0.99926
3824.72036,0.99929
3822.7916,0.9993
3820.86285,0.99929
3818.93409,0.99926
3817.00534,0.99923
3815.07658,0.99921
3813.14783,0.99921
3811.21907,0.99926
3809.29032,0.99934
3807.36156,0.99941
3805.43281,0.99946
3803.50406,0.99951
3801.5753,0.99958
3799.64655,0.99966
3797.71779,0.99974
3795.78904,0.99979
3793.86028,0.99983
3791.93153,0.99984
3790.00277,0.99985
3788.07402,0.99987
3786.14526,0.99989
3784.21651,0.9999
3782.28775,0.9999
3780.359,0.99991
3778.43025,0.99992
3776.50149,0.99992
3774.57274,0.9999
3772.64398,0.99988
3770.71523,0.99988
3768.78647,0.9999
3766.85772,0.99987
3764.92896,0.99981
3763.00021,0.99972
3761.07145,0.99965
3759.1427,0.99962
3757.21395,0.99959
3755.28519,0.99953
3753.35644,0.99941
3751.42768,0.99928
3749.49893,0.99916
3747.57017,0.99907
3745.64142,0.99899
3743.71266,0.99895
3741.78391,0.99891
3739.85515,0.99886
3737.9264,0.99881
3735.99764,0.9988
3734.06889,0.99884
3732.14014,0.9989
3730.21138,0.99897
3728.28263,0.99905
3726.35387,0.99915
3724.42512,0.99927
3722.49636,0.99938
3720.56761,0.99945
3718.63885,0.99952
3716.7101,0.99961
3714.78134,0.99974
3712.85259,0.99987
3710.92383,0.99994
3708.99508,0.99994
3707.06633,0.99992
3705.13757,0.99994
3703.20882,0.99998
3701.28006,0.99999
